ID,Review Date,Location,Hotel/Restaurant name,Processed_review,Location_Hotel
rn446234517,"Reviewed December 23, 2016 ", Kata Beach,Red Chair Restaurant,tom yam ok fish chip ok fried prawn ok fish long oil prawn chip nice quality place clean friendly staff gin tonic nice well, Kata Beach_Red Chair Restaurant
rn443915153,"Reviewed December 12, 2016 ", Kata Beach,Red Chair Restaurant,eat since food always outstanding cook thaifood way cook always ask make spicy spicy want price among low, Kata Beach_Red Chair Restaurant
rn442021315,"Reviewed December 4, 2016 ", Kata Beach,Red Chair Restaurant,recommend place good tailor area give go dissapointe small open restaurant perfect temperature price unbeliveable low good great second, Kata Beach_Red Chair Restaurant
rn442013469,"Reviewed December 4, 2016 ", Kata Beach,Red Chair Restaurant,recommend go try restaurant want taste authentic thai food therefore go definetly come back red chair small nice place food drink, Kata Beach_Red Chair Restaurant
rn440064136,"Reviewed November 26, 2016 ", Kata Beach,Red Chair Restaurant,nice clean restaurant use visitor also thai local large selection thai meal salad also small selection western food staff friendly ask cook, Kata Beach_Red Chair Restaurant
rn439471630,"Reviewed November 23, 2016 ", Kata Beach,Red Chair Restaurant,really nice beach lunch good food nice atmosphere eat outside son especially like look fish big tank food great yummy super affordable share fish curry fish cake salad egg roll plus two beers, Kata Beach_Red Chair Restaurant
rn437659117,"Reviewed November 15, 2016 ", Kata Beach,Red Chair Restaurant,recommend eat ronnie tailor food excellent service god sign local eat well worth seek fyoufyouyoue, Kata Beach_Red Chair Restaurant
rn437643343,"Reviewed November 15, 2016 ", Kata Beach,Red Chair Restaurant,cafe restaurantfood prepare super quick tasty reasonably pricedwe shrimp cake nice chicken panang tastyif want quick affordable meal place fit bill look romantic, Kata Beach_Red Chair Restaurant
rn430258215,"Reviewed October 21, 2016 ", Kata Beach,Red Chair Restaurant,restaurant renew since last year clean fresh food still good price excellent big portion fresh service also friendly think portion even big last year delicious, Kata Beach_Red Chair Restaurant
rn429874992,"Reviewed October 19, 2016 ", Kata Beach,Red Chair Restaurant,red chair unprepossesse spot main drag kata local place air con open element car park next door offer delivery take away service, Kata Beach_Red Chair Restaurant
rn426524821,"Reviewed October 9, 2016 ", Kata Beach,Red Chair Restaurant,find place try hide rain great time service fast food great, Kata Beach_Red Chair Restaurant
rn425297188,"Reviewed October 5, 2016 ", Kata Beach,Red Chair Restaurant,back dinner friend second time food good quality produce good enjoy much fast service small selection drink ok go back, Kata Beach_Red Chair Restaurant
rn424729848,"Reviewed October 3, 2016 ", Kata Beach,Red Chair Restaurant,fantastic authentic thai cuisine much even local frequent place delicious food reasonably price duck curry awesome love fried rice presentation omelette try spicy papaya salad like hot, Kata Beach_Red Chair Restaurant
rn420109917,"Reviewed September 19, 2016 ", Kata Beach,Red Chair Restaurant,fantastic food clean place cheap great service food come really quick great safe place eat, Kata Beach_Red Chair Restaurant
rn416631851,"Reviewed September 9, 2016 ", Kata Beach,Red Chair Restaurant,good menu well price complaint food spicy enough restaurant clean one kata beach go much husband delight desert good thou, Kata Beach_Red Chair Restaurant
rn416389591,"Reviewed September 9, 2016 ", Kata Beach,Red Chair Restaurant,nice place take whole family dinner good price spicy ask, Kata Beach_Red Chair Restaurant
rn414172297,"Reviewed September 3, 2016 ", Kata Beach,Red Chair Restaurant,really nice place local thai food much plate menu like many tourist trap restaurant fresh food quality, Kata Beach_Red Chair Restaurant
rn413802241,"Reviewed September 2, 2016 ", Kata Beach,Red Chair Restaurant,go holiday check tripadvisor nice restaurant area stay katathani decide give one try take taxi minivan resort baht per way people within, Kata Beach_Red Chair Restaurant
rn412974190,"Reviewed August 30, 2016 ", Kata Beach,Red Chair Restaurant,wife visit red chair twice visit kata january go recommendation kata local want know local thai folk go thai food simple cafe surround play host, Kata Beach_Red Chair Restaurant
rn411617694,"Reviewed August 27, 2016 ", Kata Beach,Red Chair Restaurant,good place eat kata beach want good food low budget place easy find popularity resto along way go kara beach, Kata Beach_Red Chair Restaurant
rn402746687,"Reviewed August 8, 2016 ", Kata Beach,Red Chair Restaurant,stay nearby hotel chance upon restaurant choice food endless pricing reasonable staff friendly helpful patronise restaurant phuket, Kata Beach_Red Chair Restaurant
rn397174398,"Reviewed July 25, 2016 ", Kata Beach,Red Chair Restaurant,good go twice day excellent tom yum soup papaya salad item menu excellent highly recommend desert also delicious, Kata Beach_Red Chair Restaurant
rn395271652,"Reviewed July 21, 2016 ", Kata Beach,Red Chair Restaurant,usual go restaurant warmly greet staff perhaps recognise restaurant recently renovate menu somewhat reduce usual food serve less min, Kata Beach_Red Chair Restaurant
rn392041204,"Reviewed July 13, 2016 ", Kata Beach,Red Chair Restaurant,pretty clean correct bit noisy next road quantity could bit big good quality price balance, Kata Beach_Red Chair Restaurant
rn390990984,"Reviewed July 10, 2016 ", Kata Beach,Red Chair Restaurant,walk twelve minute get red chair well worth get near closing staff say seat problem good thai food far go familiar place none compare, Kata Beach_Red Chair Restaurant
rn388872588,"Reviewed July 3, 2016 ", Kata Beach,Red Chair Restaurant,go place highly recommend local people think good set expectation blow away think become bit overly touristy good service, Kata Beach_Red Chair Restaurant
rn388274266,"Reviewed July 1, 2016 ", Kata Beach,Red Chair Restaurant,recommend local disappoint bit way worth effort food everything order well present flavoursome money conscience reasonable, Kata Beach_Red Chair Restaurant
rn386783607,"Reviewed June 27, 2016 ", Kata Beach,Red Chair Restaurant,red chair delicious fast service awesome live phuket live without red chair, Kata Beach_Red Chair Restaurant
rn384496098,"Reviewed June 20, 2016 ", Kata Beach,Red Chair Restaurant,serve good thai dish different variety food portion generous reasonably price restaurant, Kata Beach_Red Chair Restaurant
rn383361836,"Reviewed June 17, 2016 ", Kata Beach,Red Chair Restaurant,awsome meal friend staff friendly excellent prompt service quality delicious food excellent price value money, Kata Beach_Red Chair Restaurant
rn379534334,"Reviewed June 3, 2016 ", Kata Beach,Red Chair Restaurant,recommend hotel reception let great price great quality local food nice newly renovate place staff friendly well, Kata Beach_Red Chair Restaurant
rn378666612,"Reviewed June 1, 2016 ", Kata Beach,Red Chair Restaurant,go sis father gf good thai food delicious service fast everything okay new decorate restaurant look clean friendly, Kata Beach_Red Chair Restaurant
rn370850719,"Reviewed May 7, 2016 ", Kata Beach,Red Chair Restaurant,close renovation april th may th close renovation april th may th close renovation april th may th, Kata Beach_Red Chair Restaurant
rn365663357,"Reviewed April 20, 2016 ", Kata Beach,Red Chair Restaurant,amazing local food great atmosphere friendly service affordable bit walk main strip worth restaurant fairly shack like add charm would definitely return, Kata Beach_Red Chair Restaurant
rn364494205,"Reviewed April 15, 2016 ", Kata Beach,Red Chair Restaurant,family group dinner twice food good ritz carlton excellent value family, Kata Beach_Red Chair Restaurant
rn363041384,"Reviewed April 10, 2016 ", Kata Beach,Red Chair Restaurant,delicious food low price find kata fancy place dinner solid tasty food get busy evening sure clarify want western spicy thai spicy, Kata Beach_Red Chair Restaurant
rn361624764,"Reviewed April 4, 2016 ", Kata Beach,Red Chair Restaurant,place look like much outside could easily pass food incredible get generous plate chicken satay skewer spring roll fry chicken chip crispy pork vege side rice non, Kata Beach_Red Chair Restaurant
rn576671771,Reviewed 3 weeks ago , Choeng Thale,DeDos,environment sit indoor air con clean tidy many people night imagine place little noisy fully fill service good attentive hard sell food tried fine de claire oyster, Choeng Thale_DeDos
rn571382229,"Reviewed April 5, 2018 ", Choeng Thale,DeDos,food sophisticated well execute service attentive however ambience let slightly hence star lobster bisque good ravioli bisque particularly yummy, Choeng Thale_DeDos
rn567995708,"Reviewed March 21, 2018 ", Choeng Thale,DeDos,dinner restaurant food extremely good love fish tartare starter sea bass order dessert must try especially chocolate mousse service professional chef pablo owner nice man, Choeng Thale_DeDos
rn565945931,"Reviewed March 11, 2018 ", Choeng Thale,DeDos,eat several occasion service always good food usually excellent however occasion standard expect especially pay top dollar wine particular grossly overprice top, Choeng Thale_DeDos
rn564242274,"Reviewed March 4, 2018 ", Choeng Thale,DeDos,dinner get much impressed overall quality service hospitality food good know good food like serve would love come, Choeng Thale_DeDos
rn563457225,"Reviewed February 28, 2018 ", Choeng Thale,DeDos,absolute fabulous place fantastic food gourmet style exclusive creative come place every time visit phuket quality constant try foi gras ravioli fabulous duck dedo tuna non hotel restaurant, Choeng Thale_DeDos
rn563351684,"Reviewed February 28, 2018 ", Choeng Thale,DeDos,dine hear last year holiday decide go back disappoint excellent service helpful young lady dine upstairs wonderful meal rack lamb superb, Choeng Thale_DeDos
rn559407105,"Reviewed February 9, 2018 ", Choeng Thale,DeDos,disappointed inferior food service ok price extortionate recommend send back first course ravioli fois gras mushroom sauce main course lamb cutlet cooked ask medium rare also tasteless fatty serve, Choeng Thale_DeDos
rn555304919,"Reviewed January 21, 2018 ", Choeng Thale,DeDos,visit dedo chance one evening gem find young russian head service excellent could look well super service fantastic food pablo owner chef good selection wine recommend lobster, Choeng Thale_DeDos
rn551465203,"Reviewed January 4, 2018 ", Choeng Thale,DeDos,nice place enjoy good kitchen work opportunity meet friend could enjoy delicious degustation menu diffrent plate together recomende wine plate owner swiss base cooking, Choeng Thale_DeDos
rn549513457,"Reviewed December 27, 2017 ", Choeng Thale,DeDos,come dedo since never disappoint friendly staff food quality fantastic bread home make butter side follow complimentary soup entree welcoming time group chili, Choeng Thale_DeDos
rn548412230,"Reviewed December 21, 2017 ", Choeng Thale,DeDos,wife dine restaurant although one couple food excellent staff attentive enjoyable experience, Choeng Thale_DeDos
rn548186612,"Reviewed December 20, 2017 ", Choeng Thale,DeDos,wonderful night lovely french cuisine kick dinner shot carrot ginger cappucino offer chef quite yummy dish foie gras poele absolutely heavenly main course rack, Choeng Thale_DeDos
rn540921255,"Reviewed November 14, 2017 ", Choeng Thale,DeDos,highlight trip phuket great food excellent service cosy atmosphere fusion food combination asian latinamerican french cuisine absolutely enjoy, Choeng Thale_DeDos
rn531941037,"Reviewed October 11, 2017 ", Choeng Thale,DeDos,absolutely fabulous dinner chef real professional nice man friendly professional staff cheap bad every penny spend highly recommend, Choeng Thale_DeDos
rn528726929,"Reviewed October 1, 2017 ", Choeng Thale,DeDos,small intimate restaurant well worth visit professional friendly service offer warm friendly atmosphere menu offer extensive choice wonderful food offer something suit everyone taste reasonable price one, Choeng Thale_DeDos
rn526543450,"Reviewed September 22, 2017 ", Choeng Thale,DeDos,decide visit restaurant base strength rating ta however arrive heart sink drive nearly hour get small decrepit look establishment customer old cheap look menu, Choeng Thale_DeDos
rn520633184,"Reviewed September 2, 2017 ", Choeng Thale,DeDos,want try dedo special dinner family visitor nothing actually wrong food little pass predictable bit rich heavy oyster available promise crepe, Choeng Thale_DeDos
rn518203912,"Reviewed August 27, 2017 ", Choeng Thale,DeDos,joy din dedo stay phuket love every minute food fantastic restaurant cozy staff could nice din dedo high point culinary experience, Choeng Thale_DeDos
rn513196041,"Reviewed August 15, 2017 ", Choeng Thale,DeDos,dedo cater late birthday party home professional service freshly prepared stunningly tasty canaps love restaurant high end sophisticated dining great find phuket, Choeng Thale_DeDos
rn508012755,"Reviewed August 2, 2017 ", Choeng Thale,DeDos,stop whim time year certainly issue crowd service impeccable although quite get use waiter hover attentively food good exceptional dish, Choeng Thale_DeDos
rn492687980,"Reviewed June 13, 2017 ", Choeng Thale,DeDos,good food nice deco fine dinning sometimes food salty time good cheap special occasion place, Choeng Thale_DeDos
rn491481524,"Reviewed June 8, 2017 ", Choeng Thale,DeDos,multiple complimentary flavour complimentary delivery service team spot chic yet top decor fabulous chef, Choeng Thale_DeDos
rn486832628,"Reviewed May 23, 2017 ", Choeng Thale,DeDos,visit dedo satisfied food service place clean nice spending time dinner, Choeng Thale_DeDos
rn481813920,"Reviewed May 5, 2017 ", Choeng Thale,DeDos,service nice food yummy french dish food come good portion worth price, Choeng Thale_DeDos
rn467734826,"Reviewed March 16, 2017 ", Choeng Thale,DeDos,girls dinner friend particularly hot evening unable get room cool enough sweaty food yummy good quality however menu selection presentation, Choeng Thale_DeDos
rn466502686,"Reviewed March 12, 2017 ", Choeng Thale,DeDos,drop time last year today service good kitchen remain first class let beef tartar frog leg spaghetti everything dream fish market steak, Choeng Thale_DeDos
rn465559550,"Reviewed March 8, 2017 ", Choeng Thale,DeDos,fish dory pretty tasteless mushroom sauce good ask want water say yes specify requirement normal water surprise charge b bottle evian water, Choeng Thale_DeDos
rn464406577,"Reviewed March 3, 2017 ", Choeng Thale,DeDos,small extremely busy restaurant reservation must beautifully decorate extra seating upstairs party order different thing food good well present something everyone menu bit, Choeng Thale_DeDos
rn458429143,"Reviewed February 9, 2017 ", Choeng Thale,DeDos,de friday week ago second time xmas eve dinner fine last time seafood pasta disgusting small scallop mussel fresh test sauce, Choeng Thale_DeDos
rn456818401,"Reviewed February 2, 2017 ", Choeng Thale,DeDos,fab steak first twice last time steak good disappoint lovely restaurant wonderful staff, Choeng Thale_DeDos
rn451874130,"Reviewed January 14, 2017 ", Choeng Thale,DeDos,thoroughly enjoy dinner phuket husband lamb world cook perfection accompany amazing gratin fantastic foie gra brioche fig overstate amazing, Choeng Thale_DeDos
rn448244766,"Reviewed January 1, 2017 ", Choeng Thale,DeDos,restaurant several year ago day yesterday yesterday great pleasure meet chef staff course delicious dinnersfyoufyouyoud menu big dish masterpiece fyoufyouyouc also important, Choeng Thale_DeDos
rn447771463,"Reviewed December 30, 2016 ", Choeng Thale,DeDos,occasionally need break thai food like something reasonably simple well present tasty review tripadvisor advertised link paul bocuse high expectation sadly fail, Choeng Thale_DeDos
rn447401769,"Reviewed December 29, 2016 ", Choeng Thale,DeDos,experience restaurant mixed husband dinner start brilliantly carrot ginger complimentary cappuccino absolutely delicious however warn staff eat anything garlic, Choeng Thale_DeDos
rn446003138,"Reviewed December 21, 2016 ", Choeng Thale,DeDos,friendly service good food price way top interior bit tacky food present unnecessarily grandly quite work overall style pay rd price well food atmosphere next door, Choeng Thale_DeDos
rn445986006,"Reviewed December 21, 2016 ", Choeng Thale,DeDos,family dinner arrive surprise place small almost hide chef restaurant circle touristic place restaurant along big road look beach restaurant, Choeng Thale_DeDos
rn445589721,"Reviewed December 20, 2016 ", Choeng Thale,DeDos,quiet ambience excellent service food good worth every penny spend dinner amust, Choeng Thale_DeDos
rn443898342,"Reviewed December 12, 2016 ", Choeng Thale,DeDos,menu quite extensive lot choose every dish excellent alot effort put presentation service perfect, Choeng Thale_DeDos
rn441012694,"Reviewed November 29, 2016 ", Choeng Thale,DeDos,restaurant offer excellent dinner food sit clean room table cloth good service excellent tournedo rossini wine good marques de ribeiro price justify come back sure live phuket restaurant offer good, Choeng Thale_DeDos
rn439732356,"Reviewed November 24, 2016 ", Choeng Thale,DeDos,wonderful evening dedosthe restaurant look goodthe service excellentand food deliciousthank nice service go come back defenitly, Choeng Thale_DeDos
rn439148695,"Reviewed November 21, 2016 ", Choeng Thale,DeDos,visit dedo another couple want try fois gras dissapointe food nearly knock price value money food cook well, Choeng Thale_DeDos
rn438219366,"Reviewed November 17, 2016 ", Choeng Thale,DeDos,owner pablo amazing cook talk english swiss language restaurant small nice touch luxury treat like king staff, Choeng Thale_DeDos
rn436760403,"Reviewed November 13, 2016 ", Choeng Thale,DeDos,menu choice food excellent well present waitress knowledgeable food preparation chef owner friendly keen ensure everything right house white wine good choice value pick service hotel perfect, Choeng Thale_DeDos
rn434901693,"Reviewed November 5, 2016 ", Choeng Thale,DeDos,friend dinner upstairs pleasant service good food new wave, Choeng Thale_DeDos
rn429575805,"Reviewed October 19, 2016 ", Choeng Thale,DeDos,oriental classic setting interesting menu bundled choice let advise pleased, Choeng Thale_DeDos
rn420166732,"Reviewed September 19, 2016 ", Choeng Thale,DeDos,always pleasure return dedo every time phuket great appetizer like ceviche lobster bisque gambas al ajilio main beef foie gras lamb favorite service good kind wine list, Choeng Thale_DeDos
rn419143458,"Reviewed September 16, 2016 ", Choeng Thale,DeDos,come final evening phuket much wish first could come eat many restaurant last year something say one, Choeng Thale_DeDos
rn408731389,"Reviewed August 22, 2016 ", Choeng Thale,DeDos,know chef restaurant perhaps quality chef freedom express right recipe ownership structure bottom line resturant major city would michelin star, Choeng Thale_DeDos
rn407386155,"Reviewed August 19, 2016 ", Choeng Thale,DeDos,excellent dinner nearby restaurant write review tripadvisor well decide pop dedo mid evening dinner hungry see good review place decide, Choeng Thale_DeDos
rn395606507,"Reviewed July 22, 2016 ", Choeng Thale,DeDos,find first evening phuket explore village outside laguna complex sure eat suddenly downpour catch welcome small place seat upstairs see menu realise, Choeng Thale_DeDos
rn394593626,"Reviewed July 20, 2016 ", Choeng Thale,DeDos,far much well dining option area small portion unreasonably high price, Choeng Thale_DeDos
rn389749989,"Reviewed July 6, 2016 ", Choeng Thale,DeDos,okay asian food fine dining good top quaint set focus gastronomic experience bunch entree tartar highlight well pasta, Choeng Thale_DeDos
rn389265849,"Reviewed July 4, 2016 ", Choeng Thale,DeDos,come phuket sure stop eat great food service also shuttle laguna great perfect combination local tourist hangot dine, Choeng Thale_DeDos
rn381799491,"Reviewed June 12, 2016 ", Choeng Thale,DeDos,afternoon tea hotel lobby overhear guest talk restaurant run swiss chef advise dedo great advise dedo pick service really handy, Choeng Thale_DeDos
rn380727166,"Reviewed June 7, 2016 ", Choeng Thale,DeDos,friendly staff appear whole phuket friendly people food fine dining may bit pricey experience well worth even provide transport hotel online reservation available, Choeng Thale_DeDos
rn380565057,"Reviewed June 7, 2016 ", Choeng Thale,DeDos,surprise find good french restaurant phuket truffle pasta really good entree amazing, Choeng Thale_DeDos
rn378219456,"Reviewed May 31, 2016 ", Choeng Thale,DeDos,must visit place stay laguna area free pick service forget try nice coctail, Choeng Thale_DeDos
rn375666348,"Reviewed May 22, 2016 ", Choeng Thale,DeDos,okay could lot well food serve cold huge disappointment price caesar salad describe bacon lettuce wrap steak tartare warm wine, Choeng Thale_DeDos
rn374980030,"Reviewed May 20, 2016 ", Choeng Thale,DeDos,initially bit skeptical french fusion type restaurant thailand quickly convert favorite scallop entree scallop cook absolute perfection beautifully balanced sauce also enjoy tartare duo entree main, Choeng Thale_DeDos
rn371987278,"Reviewed May 11, 2016 ", Choeng Thale,DeDos,reliable place number time mainly tapas drink friend affordable wonderful thai service, Choeng Thale_DeDos
rn365212111,"Reviewed April 18, 2016 ", Choeng Thale,DeDos,cute little fine dining restaurant happen come across decide try last minute disappoint menu kind small dish look great make hard decide menu, Choeng Thale_DeDos
rn364505638,"Reviewed April 15, 2016 ", Choeng Thale,DeDos,walk outside laguna main entrance find dedo small restaurant offer fusion asian italian french cuisine food excellent service great sashimi seabass great great dining experience, Choeng Thale_DeDos
rn363493308,"Reviewed April 11, 2016 ", Choeng Thale,DeDos,great food affordable great service love come whenever phuket walk distance hotel lot shop restaurant around area, Choeng Thale_DeDos
rn362430989,"Reviewed April 7, 2016 ", Choeng Thale,DeDos,first time thailand phuket matter massive lover fine dining appreciate applaud art cooking couple travel lot currently live los angeles, Choeng Thale_DeDos
rn358473599,"Reviewed March 25, 2016 ", Choeng Thale,DeDos,come restaurant two year ago could wait eat simply fantastic every way food delicious present impeccably cocktail delightful attentive staff recommend restaurant enough, Choeng Thale_DeDos
rn358448044,"Reviewed March 25, 2016 ", Choeng Thale,DeDos,dinner great place time visit highlight lot ok place bang tao well surin beach area dedo outstanding service well atmosphere support top quality product go, Choeng Thale_DeDos
rn354984075,"Reviewed March 13, 2016 ", Choeng Thale,DeDos,sit menu sound great unfortunately vegetarian friend single option change plan pick another place dinner, Choeng Thale_DeDos
rn353067936,"Reviewed March 5, 2016 ", Choeng Thale,DeDos,visit last night holiday food excellent well worth future visitsthe evening visit religious festival therefore alcohol could serve fine would say would prove quite, Choeng Thale_DeDos
rn350226540,"Reviewed February 23, 2016 ", Choeng Thale,DeDos,definitely good meal whilst visit phuket must anyone try disappoint, Choeng Thale_DeDos
rn349898111,"Reviewed February 22, 2016 ", Choeng Thale,DeDos,celebrate dad th birthday close friend family phuket choose dedo venue first night guest absolutely delighted liaisone chef pablo india accommodating, Choeng Thale_DeDos
rn349171119,"Reviewed February 19, 2016 ", Choeng Thale,DeDos,great venue love go cheap however well worth moneyservice first class food right leave go fantastic meal nice wine, Choeng Thale_DeDos
rn348419519,"Reviewed February 17, 2016 ", Choeng Thale,DeDos,recommend hotel staff friend base tripadvisor review come dinner full house hence enjoy quiet atmosphere wonderful food good selection french wine give french restaurant order crpe, Choeng Thale_DeDos
rn345816429,"Reviewed February 8, 2016 ", Choeng Thale,DeDos,go dessert follow recommendation crepe suzette try wine good quality price hard find good wine thailand crpe great bit sweet taste place full, Choeng Thale_DeDos
rn345723950,"Reviewed February 7, 2016 ", Choeng Thale,DeDos,find gem article german travel guide marco polo registre secret tip refer unique experience absolutly delighted visit world culinary art never, Choeng Thale_DeDos
rn344725711,"Reviewed February 3, 2016 ", Choeng Thale,DeDos,last night go really enjoy special taste food also lovely atmosphere waiter polite mr chief also care lot customer highly recommend place wonderful french cuisine, Choeng Thale_DeDos
rn343996127,"Reviewed January 31, 2016 ", Choeng Thale,DeDos,decide try restaurant pass many time phuket complimentary soup tasty sea bass taste fresh wagymu steak tender fatty ice cream espresso amaretto watery, Choeng Thale_DeDos
rn342973543,"Reviewed January 26, 2016 ", Choeng Thale,DeDos,good european level cuisine tasty food good money transfer provide free laguna hotel guest try crpe suzette back, Choeng Thale_DeDos
rn342119434,"Reviewed January 23, 2016 ", Choeng Thale,DeDos,decide give try eat paul bocuse restaurant lyon situate near hotel offer free taxi pick service ask bar area pre dinner drink tell, Choeng Thale_DeDos
rn342038681,"Reviewed January 22, 2016 ", Choeng Thale,DeDos,make reservation online chef pablo personally reply email pick hotel lobby time adult kid greet restaurant table ready top notch service cocktail everything delicious, Choeng Thale_DeDos
rn341582769,"Reviewed January 20, 2016 ", Choeng Thale,DeDos,visit fantastic little restaurant twice week food absolutaly outstanding service excellence place food lover, Choeng Thale_DeDos
rn339329523,"Reviewed January 12, 2016 ", Choeng Thale,DeDos,food superb great pasta salad desert service friendly knowledgable efficient however seat upstairs several russian family young child run riot climb table play hide seek trip one come back, Choeng Thale_DeDos
rn337139027,"Reviewed January 3, 2016 ", Choeng Thale,DeDos,visit twice recent trip even busy christmas new year period food excellent service good, Choeng Thale_DeDos
rn337136898,"Reviewed January 3, 2016 ", Choeng Thale,DeDos,din twice week stay gamberoli start duck partner starter follow sea bass excellent agreement cheapside definitely worth, Choeng Thale_DeDos
rn335864196,"Reviewed December 29, 2015 ", Choeng Thale,DeDos,de lovely ambience food menu nice twist fusion food without overwhelming everything order excellent, Choeng Thale_DeDos
rn333876475,"Reviewed December 19, 2015 ", Choeng Thale,DeDos,put quiet really good food service great accommodate kid problem, Choeng Thale_DeDos
rn326676291,"Reviewed November 14, 2015 ", Choeng Thale,DeDos,interesting menu chef try innovative always successful duck breast stuff prawn quite right sauce great duck tough cooked prawn overcook love tuna salmon tartare good service, Choeng Thale_DeDos
rn325851623,"Reviewed November 10, 2015 ", Choeng Thale,DeDos,wife two child excellent dinner dedo october food excellent service excellent return restaurant next day chef come talk dinner, Choeng Thale_DeDos
rn325836313,"Reviewed November 10, 2015 ", Choeng Thale,DeDos,dedo french restaurant asian touch outsie phuket lagoona food exellent service perfect price reasonable kind restaurant chef wife friendly even pick, Choeng Thale_DeDos
rn325142333,"Reviewed November 7, 2015 ", Choeng Thale,DeDos,husband wonderful anniversary dinner dedo last night food awesome service excellent feel comfortable moment walk door chef even take time talk dinner, Choeng Thale_DeDos
rn320374440,"Reviewed October 20, 2015 ", Choeng Thale,DeDos,good food share foie gras ravioli sea bass also rack lamb dedo mouse share finish great taste well cook staff attentive impose add great experience would definitely visit, Choeng Thale_DeDos
rn316888255,"Reviewed October 7, 2015 ", Choeng Thale,DeDos,first visit restaurant many good recommendation last sure nice aperitif delicious starter scallop perfectly cook frog leg fine main course flight tide duck breast delicious dessert, Choeng Thale_DeDos
rn314169318,"Reviewed September 27, 2015 ", Choeng Thale,DeDos,go restaurant stay phuket laguna send shuttle pick hotel drop back free charge waitress meet umbrella rain service great, Choeng Thale_DeDos
rn311286234,"Reviewed September 17, 2015 ", Choeng Thale,DeDos,service excellent duck cook perfection thoroughly enjoyable meal must try phuket definitely go, Choeng Thale_DeDos
rn301431575,"Reviewed August 20, 2015 ", Choeng Thale,DeDos,come celebrate engagement fantastic dedo compare londons asia de cuba truely michelin star worthy, Choeng Thale_DeDos
rn299061976,"Reviewed August 13, 2015 ", Choeng Thale,DeDos,pick hotel bag schedule pleasant chat manageress least chef girlfriend ride mother day thailand particular night upon arrival, Choeng Thale_DeDos
rn297745408,"Reviewed August 10, 2015 ", Choeng Thale,DeDos,lovely restaurant owner south american swiss chef everything good tartare truly noteworthy go drink siam supper club next door prepost dinner, Choeng Thale_DeDos
rn296486179,"Reviewed August 6, 2015 ", Choeng Thale,DeDos,place little pricey restaurant area extra price always expect french gastronomy food incredible mango delight cocktail kind spicy negative thing little, Choeng Thale_DeDos
rn284950938,"Reviewed July 2, 2015 ", Choeng Thale,DeDos,good quality food wine good good service chef little waste size restaurant good local, Choeng Thale_DeDos
rn284560335,"Reviewed June 30, 2015 ", Choeng Thale,DeDos,honeymoon go dinner excellent chef actually make table introduce check food reasonably price good portion excellent meat, Choeng Thale_DeDos
rn578407985,Reviewed 2 weeks ago , Cape Panwa,Tree Top Restaurant and Bar,great tahinfood outstanding service papaya salad mango squid salad red curry green curry tom yom kung fabulous must try, Cape Panwa_Tree Top Restaurant and Bar
rn570450862,"Reviewed April 2, 2018 ", Cape Panwa,Tree Top Restaurant and Bar,lovely open plan restaurant two girl really attentive good english greek salad sooo good bruschetta tasty fresh ingredient food come quickly mixed veg bean sprout main taste awesome could ask, Cape Panwa_Tree Top Restaurant and Bar
rn568199139,"Reviewed March 22, 2018 ", Cape Panwa,Tree Top Restaurant and Bar,good food area friendly authentic thai every respect highly recommend place variety dish superb quality price, Cape Panwa_Tree Top Restaurant and Bar
rn566065603,"Reviewed March 12, 2018 ", Cape Panwa,Tree Top Restaurant and Bar,quantity quality mean pay lot money cheap meal disgust pff, Cape Panwa_Tree Top Restaurant and Bar
rn562451315,"Reviewed February 24, 2018 ", Cape Panwa,Tree Top Restaurant and Bar,good food atmosphere go pm keen finish go home, Cape Panwa_Tree Top Restaurant and Bar
rn557830091,"Reviewed February 1, 2018 ", Cape Panwa,Tree Top Restaurant and Bar,excellent service good value restaurant lovely food friendly service highly recommend visit place, Cape Panwa_Tree Top Restaurant and Bar
rn553265821,"Reviewed January 11, 2018 ", Cape Panwa,Tree Top Restaurant and Bar,eat night stay pullman delicious food great price stuff squid red curry great little place avoid expensive hotel restaurant, Cape Panwa_Tree Top Restaurant and Bar
rn552296141,"Reviewed January 7, 2018 ", Cape Panwa,Tree Top Restaurant and Bar,amazing food stay pullman food good half price chicken cashew nut penang curry easily good meal trip annoying try last, Cape Panwa_Tree Top Restaurant and Bar
rn550764248,"Reviewed January 1, 2018 ", Cape Panwa,Tree Top Restaurant and Bar,food good wait hour arrive understaffed recommend penang curry stuff squid green curry, Cape Panwa_Tree Top Restaurant and Bar
rn548141628,"Reviewed December 19, 2017 ", Cape Panwa,Tree Top Restaurant and Bar,eat dinner night food yummy service quick try beef burger chicken burger delicious baht, Cape Panwa_Tree Top Restaurant and Bar
rn538915889,"Reviewed November 6, 2017 ", Cape Panwa,Tree Top Restaurant and Bar,beautiful tree top bar restaurant locate behind main restaurant anantara great lounge chair two good overlooking view beautiful garden sight service friendly barkeeper mix great dry martini might well, Cape Panwa_Tree Top Restaurant and Bar
rn536937661,"Reviewed October 29, 2017 ", Cape Panwa,Tree Top Restaurant and Bar,eat first night phuket excellent friendly service young girl speak good english fully understand want want ie spicy food quick arrive really tasty good value highly recommend, Cape Panwa_Tree Top Restaurant and Bar
